Food Name	Category Name	Calcium	Calories	Carbs	Cholesterol	Copper	Fats	Fiber	Folate	Iron	Magnesium	Monounsaturated Fat	Net carbs	Omega-3 - DHA	Omega-3 - DPA	Omega-3 - EPA	Phosphorus	Polyunsaturated fat	Potassium	Protein	Saturated Fat	Selenium	Sodium	Trans Fat	Vitamin A (IU)	Vitamin A RAE	Vitamin B1	Vitamin B12	Vitamin B2	Vitamin B3	Vitamin B5	Vitamin B6	Vitamin C	Zinc	Choline	Fructose	Histidine	Isoleucine	Leucine	Lysine	Manganese	Methionine	Phenylalanine	Starch	Sugar	Threonine	Tryptophan	Valine	Vitamin D	Vitamin E	Vitamin K	Omega-3 - ALA	Omega-6 - Eicosadienoic acid	Omega-6 - Gamma-linoleic acid	Omega-3 - Eicosatrienoic acid	Omega-6 - Dihomo-gamma-linoleic acid	Omega-6 - Linoleic acid	Omega-6 - Arachidonic acid
Oat	Grains	0.054	389	66	0	0.00063	6.9	11	5.60E-05	0.0047	0.177	2.2	56				0.523	2.5	0.429	17	1.2		0.002		0	0	0.00076	0	0.00014	0.00096	0.0013	0.00012	0	0.004			0.00041	0.00069	0.0013	0.0007	0.0049	0.00031	0.0009			0.00058	0.00023	0.00094	0									
Rice	Grains	0.01	130	28	0	7.00E-05	0.28	0.4	5.80E-05	0.0012	0.012	0.09	28	0	0	0	0.043	0.08	0.035	2.7	0.08	7.50E-06	0.001		0	0	0.00016	0	1.00E-05	0.0015	0.00039	9.00E-05	0	0.00049	0.0021		6.00E-05	0.00012	0.00022	0.0001	0.00047	6.00E-05	0.00014		0.05	0.0001	3.00E-05	0.00016	0	4.00E-05	0							
Arborio rice	Grains	0.001	130	29	0	7.00E-05	0.19		5.90E-05	0.0015	0.008	0.06	29				0.033	0.05	0.026	2.4	0.05	7.50E-06	0		0	0	0.00016	0	2.00E-05	0.0015	0.0004	6.00E-05	0	0.0004			6.00E-05	0.0001	0.0002	9.00E-05	0.00036	6.00E-05	0.00013			8.00E-05	3.00E-05	0.00014	0									
Glutinous rice	Grains	0.002	97	21	0	5.00E-05	0.19	1	1.00E-06	0.00014	0.005	0.07	20	0	0	0	0.008	0.07	0.01	2	0.04	5.60E-06	0.005		0	0	2.00E-05	0	1.00E-05	0.00029	0.00022	3.00E-05	0	0.00041	0.0021		5.00E-05	9.00E-05	0.00017	7.00E-05	0.00026	5.00E-05	0.00011		0.05	7.00E-05	2.00E-05	0.00012	0	4.00E-05	0							
Rye	Grains	0.024	338	76	0	0.00037	1.6	15	3.80E-05	0.0026	0.11	0.21	61	0	0	0	0.332	0.77	0.51	10	0.2	1.40E-05	0.002	0	11	1.00E-06	0.00032	0	0.00025	0.0043	0.0015	0.00029	0	0.0027	0.03	0.11	0.00019	0.00021	0.00056	0.00029	0.0026	0.00015	0.00044		0.98	0.00029	0.00011	0.00032	0	0.00085	5.90E-06							
Flour	Grains	0.015	364	76	0	0.00014	0.98	2.7	0.000183	0.0046	0.022	0.09	74	0	0	0	0.108	0.41	0.107	10	0.16	3.40E-05	0.002		0	0	0.00079	0	0.00049	0.0059	0.00044	4.00E-05	0	0.0007	0.01		0.00023	0.00036	0.00071	0.00023	0.00068	0.00018	0.00052		0.27	0.00028	0.00013	0.00042	0	6.00E-05	3.00E-07							
Pasta	Grains	0.006	131	25	0.033	9.00E-05	1.1		6.40E-05	0.0011	0.018	0.12	25				0.063	0.43	0.024	5.2	0.15		0.006		20	6.00E-06	0.00021	1.40E-07	0.00015	0.00099	0.00018	3.00E-05	0	0.00056			0.0001	0.0002	0.00035	0.0001	0.00022	8.00E-05	0.00025			0.00013	7.00E-05	0.00022										
Noodles	Grains	0.012	138	25	0.029	0.0001	2.1	1.2	8.40E-05	0.0015	0.021	0.58	24	0	0	0	0.076	0.55	0.038	4.5	0.42	2.40E-05	0.005	0.03	21	6.00E-06	0.00029	9.00E-08	0.00014	0.0021	0.00026	5.00E-05	0	0.00065	0.026	0	0.00012	0.00019	0.00037	0.00014	0.00032	9.00E-05	0.00024		0.4	0.00014	4.00E-05	0.00022	1.00E-07	0.00017	0							
Soba	Grains	0.004	99	21	0	1.00E-05	0.1		7.00E-06	0.00048	0.009	0.03	21				0.025	0.03	0.035	5.1	0.02		0.06		0	0	9.00E-05	0	3.00E-05	0.00051	0.00024	4.00E-05	0	0.00012			0.00012	0.0002	0.00033	0.00021	0.00037	7.00E-05	0.00022			0.00018	7.00E-05	0.00025	0									
Khorasan wheat	Grains	0.022	337	71	0	0.00051	2.1	11		0.0038	0.13	0.21	59				0.364	0.62	0.403	15	0.2	8.20E-05	0.005	0.01	10	1.00E-06	0.00057		0.00018	0.0064	0.00095	0.00026	0	0.0037	0.026	0.11	0.00038	0.00057	0.0011	0.00042	0.0027	0.00025	0.00077	52	7.8	0.00044	0.00013	0.00069		0.00061	1.80E-06	0.05	0	0				
Spaghetti	Grains	0.007	158	31	0	0.0001	0.93	1.8	7.00E-06	0.0005	0.018	0.13	29	0	0	0	0.058	0.33	0.044	5.8	0.18	2.60E-05	0.001	0	0	0	2.00E-05	0	2.00E-05	0.0004	0.00011	5.00E-05	0	0.00051	0.0064	0.03	0.00013	0.00023	0.00044	0.00013	0.00032	7.00E-05	0.0003	26	0.56	0.00021	8.00E-05	0.00026	0	6.00E-05	0	0.02	0	0				
Semolina	Grains	0.071	374	81	0	0.00028	1	1.8	8.00E-06	0.00074	0.027	0.26	79	0	0	0	0.153	0.32	0.174	7.5	0.29	2.00E-05	0.002		0		0.00022	0	5.00E-05	0.005	0.00067	0.00045	0	0.001		0.02	0.00019	0.00034	0.00066	0.00022	0.001	0.00018	0.0004	68	0.33	0.00027	0.0001	0.00047	0	3.00E-05	1.00E-07							
Spätzle	Grains	0.012	138	25	0.029	0.0001	2.1	1.2	7.00E-06	0.0006	0.021	0.58	24				0.076	0.55	0.038	4.5	0.42	2.40E-05	0.165	0.03	21	6.00E-06	3.00E-05	9.00E-08	2.00E-05	0.0004	0.00026	5.00E-05	0	0.00065	0.026	0	0.00012	0.00019	0.00037	0.00014	0.00032	9.00E-05	0.00024		0.4	0.00014	4.00E-05	0.00022		0.00017	0							
Papadum	Grains	0.143	371	60	0.004	0.001	3.3	19	0.000219	0.0078	0.271	0.53	41	0	0	0	0.385	1.1	1	26	1.1	8.30E-06	1.745		50	1.30E-05	0.00028	0	0.00026	0.0015	0.00092	0.00029	0	0.0034	0.0004		0.00072	0.0013	0.0021	0.0017	0.0016	0.00037	0.0015		0	0.00089	0.00027	0.0014	0	5.00E-05	4.00E-07							
Bean	Grains	0.05	105	20	0	0.00021	0.4	5.5	2.40E-05	0.00029	0.032	0.04	15	0	0	0	0.104	0.17	0.296	4.8	0.1	4.50E-06	0.001	0	106	5.00E-06	0.00015	0	6.00E-05	0.00043		0.00013	0.0031	0.0014	0.031										7.8				0	0.00015	8.00E-07							
Tofu yogurt	Grains	0.118	94	16	0	8.00E-05	1.8	0.2	6.00E-06	0.0011	0.04	0.4	16	0	0	0	0.038	1	0.047	3.5	0.26	1.30E-05	0.035	0	33	2.00E-06	6.00E-05	0	2.00E-05	0.00024		2.00E-05	0.0025	0.00031	0.048										1.2				0	0.00031	3.50E-06							
Wheat gluten	Grains	0.142	370	14	0	0.00018	1.9	0.6	0	0.0052	0.025	0.16	13	0	0	0	0.26	0.81	0.1	75	0.27	4.00E-05	0.029		0	0	0	0	0	0	0	0	0	0.00085											0				0	0	0							
Chicken meat	Meat	0.015	239	0	0.088	7.00E-05	14	0	5.00E-06	0.0013	0.023	5.3	0	0.04	0.02	0.01	0.182	3	0.223	27	3.8	2.40E-05	0.082		161	4.80E-05	6.00E-05	3.00E-07	0.00017	0.0085	0.001	0.0004	0	0.0019	0.066		0.0008	0.0014	0.002	0.0022	2.00E-05	0.00073	0.0011		0	0.0011	0.00031	0.0013	0	0.00027	2.40E-06							
Chicken gizzard	Meat	0.017	154	0	0.37	0.00016	2.7	0	5.00E-06	0.0032	0.003	0.53	0	0	0	0	0.189	0.35	0.179	30	0.67	4.10E-05	0.056	0.13	0	0	3.00E-05	1.00E-06	0.00021	0.0031	0.00047	7.00E-05	0	0.0044	0.104						7.00E-05				0				0	0.0002	0	0	0.02	0				
Chicken heart	Meat	0.012	153	0.71	0.136	0.00035	9.3	0	7.20E-05	0.006	0.015	2.4	0.71	0	0	0	0.177	2.7	0.176	16	2.7	4.30E-06	0.074		30	9.00E-06	0.00015	7.30E-06	0.00073	0.0049	0.0026	0.00036	0.0032	0.0066			0.00041	0.00083	0.0014	0.0013	9.00E-05	0.00038	0.0007			0.0007	0.0002	0.00088										
Chicken liver	Meat	0.008	119	0.73	0.345	0.00049	4.8	0	0.000588	0.009	0.019	1.2	0.73	0	0	0	0.297	1.3	0.23	17	1.6	5.50E-05	0.071	0.07	11078	0.003296	0.00031	1.70E-05	0.0018	0.0097	0.0062	0.00085	0.018	0.0027	0.194		0.00051	0.00081	0.0015	0.0013	0.00026	0.00043	0.00082		0	0.00073	0.00018	0.001	0	0.0007	0	0.01	0.01	0.01			0.48	
Chicken breast	Meat	0.016	187	0.51	0.091	5.00E-05	4.7	0	4.00E-06	0.0011	0.031	1.7	0.51	0.03	0.02	0.01	0.246	1.1	0.276	33	1.3	2.60E-05	0.079		23	7.00E-06	8.00E-05	3.70E-07	0.00013	0.015	0.001	0.00064	0	0.0011	0.096		0.001	0.0018	0.0025	0.0028	2.00E-05	0.00093	0.0013		0	0.0014	0.00039	0.0017	1.00E-07	0.00042	2.40E-06							
Chicken neck	Meat	0.018	297	0	0.099	8.00E-05	26	0	5.00E-06	0.0019	0.013	11	0	0.06	0.03	0.02	0.112	5.7	0.137	14	7.3	1.20E-05	0.064		216	6.50E-05	5.00E-05	2.60E-07	0.00019	0.0036	0.00085	0.00017	0	0.0019			0.00035	0.00059	0.00093	0.001	3.00E-05	0.00033	0.00051			0.00055	0.00014	0.00064		0.0003								
Chicken thigh	Meat	0.013	218	1.2	0.102	9.00E-05	10	0	9.00E-06	0.0015	0.026	3.8	1.2	0.05	0.03	0.01	0.199	2.4	0.259	28	2.8	2.10E-05	0.095		70		9.00E-05	3.30E-07	0.00026	0.0071	0.0013	0.00038	0	0.0028			0.00087	0.0015	0.0021	0.0024	3.00E-05	0.00078	0.0011			0.0012	0.00033	0.0014	2.00E-07									
Chicken wing	Meat	0.02	324	11	0.079	6.00E-05	22	0.3	1.80E-05	0.0013	0.016	9	11	0.04	0.02	0.01	0.121	5.1	0.138	20	5.8	2.60E-05	0.32		113	3.40E-05	0.00011	2.50E-07	0.00015	0.0053	0.00071	0.0003	0	0.0014			0.00055	0.00094	0.0014	0.0015	6.00E-05	0.0005	0.00079			0.0008	0.00022	0.00095										
Duck meat	Meat	0.011	337	0	0.084	0.00023	28	0	6.00E-06	0.0027	0.016	13	0	0	0	0	0.156	3.7	0.204	19	9.7	2.00E-05	0.059		210	6.30E-05	0.00017	3.00E-07	0.00027	0.0048	0.0011	0.00018	0	0.0019	0.05		0.00046	0.00087	0.0015	0.0015	2.00E-05	0.00048	0.00075		0	0.00077	0.00023	0.00094	1.00E-07	0.0007	5.10E-06							
Domestic goose	Meat	0.014	238	0	0.096	0.00028	13	0	1.20E-05	0.0029	0.025	4.3	0	0	0	0	0.309	1.5	0.388	29	4.6	2.60E-05	0.076		40	1.20E-05	9.00E-05	4.90E-07	0.00039	0.0041	0.0018	0.00047	0	0.0032			0.00077	0.0015	0.0024	0.0025	2.00E-05	0.00078	0.0012			0.0012	0.0004	0.0015										
Quail meat	Meat	0.013	192	0	0.076	0.00051	12	0	8.00E-06	0.004	0.023	4.2	0	0	0.03	0.01	0.275	3	0.216	20	3.4	1.70E-05	0.053		243	7.30E-05	0.00024	4.30E-07	0.00026	0.0075	0.00077	0.0006	0.0061	0.0024			0.0007	0.001	0.0016	0.0016	2.00E-05	0.00059	0.00083			0.00095	0.00029	0.001										
Turkey meat	Meat	0.014	189	0.06	0.109	9.00E-05	7.4	0	9.00E-06	0.0011	0.03	2.6	0.06	0.01	0.01	0.01	0.223	2.1	0.239	29	2.2	3.00E-05	0.103	0.1	39	1.20E-05	5.00E-05	1.00E-06	0.00028	0.0096	0.00095	0.00062	0	0.0025	0.087		0.00075	0.0008	0.0019	0.0023	1.00E-05	0.00072	0.0009		0	0.001	0.00029	0.0009	4.00E-07	7.00E-05	0	0.11	0.01	0	0	0.01	1.8	
Turkey neck	Meat	0.024	125	0	0.115	0.00014	6	0	5.00E-06	0.001	0.015	1.8	0	0.01	0.01	0	0.16	1.5	0.133	17	1.6	2.90E-05	0.233		43	1.30E-05	5.00E-05	1.80E-06	0.00021	0.0049	0.0008	0.00036	0	0.0034	0.054		0.00045	0.00047	0.0011	0.0014	6.00E-05	0.00043	0.00053		0	0.0006	0.00018	0.00053	3.00E-07	0.00012	0							
Turkey breast	Meat	0.013	157	0	0.065	7.00E-05	7	0	7.00E-06	0.0012	0.024	2.7	0	0.01	0.01	0	0.186	1.7	0.275	22	1.9	2.20E-05	0.059		6	2.00E-06	6.00E-05	4.20E-07	0.00012	0.0052	0.00062	0.00048	0	0.0016			0.00066	0.0011	0.0017	0.002	2.00E-05	0.00062	0.00086			0.00096	0.00024	0.0011										
Turkey leg	Meat	0.017	144	0	0.071	0.00014	6.7	0	1.00E-05	0.0017	0.021	2.1	0	0.03	0.02	0	0.177	1.8	0.273	20	2.1	2.60E-05	0.074		3	1.00E-06	8.00E-05	3.90E-07	0.00021	0.0029	0.0011	0.00034	0	0.0031			0.0006	0.001	0.0015	0.0018	2.00E-05	0.00056	0.00077			0.00086	0.00022	0.001										
Turkey wing	Meat	0.014	197	0	0.07	8.00E-05	12	0	7.00E-06	0.0013	0.021	5	0	0.01	0.01	0	0.165	2.9	0.24	20	3.3	2.20E-05	0.055		11	3.00E-06	5.00E-05	3.90E-07	0.00011	0.0044	0.00055	0.00041	0	0.0015			0.00059	0.00098	0.0015	0.0018	2.00E-05	0.00055	0.00078			0.00087	0.00022	0.001										
Foie gras	Meat	0.07	462	4.7	0.15	0.0004	44	0	6.00E-05	0.0055	0.013	26	4.7	0	0	0	0.2	0.84	0.138	11	14	4.40E-05	0.697		3333	0.001001	9.00E-05	9.40E-06	0.0003	0.0025	0.0012	6.00E-05	0.002	0.00092			0.0003	0.00061	0.001	0.00086	0.00012	0.00027	0.00057			0.00051	0.00016	0.00072										
Ground turkey	Meat	0.028	203	0	0.093	0.00015	10	0	7.00E-06	0.0015	0.03	3.5	0	0.01	0.01	0.01	0.254	2.9	0.294	27	2.7	3.10E-05	0.078	0.13	79	2.40E-05	8.00E-05	1.30E-06	0.00021	0.0087	0.0012	0.00063	0	0.0031	0.078		0.00081	0.0012	0.0023	0.0025	1.00E-05	0.00081	0.0011		0	0.0013	0.00031	0.0013	2.00E-07	0.00011	0	0.14	0.02	0.01	0	0.01	2.5	
Ground chicken	Meat	0.008	189	0	0.107	6.00E-05	11	0	2.00E-06	0.00093	0.028	4.9	0	0.03	0.02	0.01	0.234	2.1	0.677	23	3.1	1.40E-05	0.075	0.09	0	0	0.00012	5.10E-07	0.0003	0.0071	0.0013	0.00054	0	0.0019	0.059		0.00071	0.0011	0.0018	0.002	2.00E-05	0.0006	0.00091		0	0.00097	0.0002	0.0011		0.00039	2.10E-06	0.08	0.02	0.02			1.8	
Chicken feet	Meat	0.088	215	0.2	0.084	0.0001	15	0	8.60E-05	0.00091	0.005	5.5	0.2	0.04	0.02	0.01	0.083	3	0.031	19	3.9	3.60E-06	0.067		100	3.00E-05	6.00E-05	4.70E-07	0.0002	0.0004		1.00E-05	0	0.00069	0.013										0				2.00E-07	0.00027	2.00E-07							
Fajita	Meat	0.013	135	2.2	0.088	3.00E-05	5.7	0	4.00E-06	0.00099	0.022	2.3	2.2	0	0.01	0	0.277	1.1	0.284	19	1.6	1.70E-05	0.799		0	0	0.0001	5.40E-07	0.00021	0.0048	0.00073	0.00039	0	0.0014	0.068		0.00068	0.00081	0.0016	0.0019	7.00E-05	0.00055	0.00076		0	0.00045	0.0002	0.00085		0.00022	2.00E-07		0.01					
Barbecue chicken	Meat	0.016	226	0.12	0.127	8.00E-05	15	0	8.00E-06	0.00095	0.021	6.4	0.12	0	0	0	0.218	2	0.255	23	3.9	2.20E-05	0.335	0.08	67	2.00E-05	6.00E-05	4.70E-07	0.00023	0.0057	0.00015	0.00019	0	0.0018	0.063	0.04	0.00059	0.00085	0.0015	0.0018	1.00E-05	0.00057	0.00069	0	0.12	0.00066	0.00017	0.00094	0	0.00046	0		0.01					
Turkey ham	Meat	0.007	118	3.1	0.064		4	0		0.001	0.016	1.3	3.1				0.289	0.87	0.253	16	1.2	3.80E-05	0.909		53	1.60E-05	0.00023	8.00E-07	0.00027	0.0041		6.00E-05	0	0.0021											1.2													
Ostrich	Meat	0.006	145	0	0.085	0.00015	2.6	0	1.50E-05	0.0028	0.025	0.97	0				0.251	0.44	0.362	28	1	3.80E-05	0.08		0	0	0.00023	6.30E-06	0.00029	0.0071	0.0013	0.00055	0	0.0049			0.00072	0.0014	0.0023	0.0025	2.00E-05	0.0008	0.0012		0	0.0013	0.00025	0.0014		0.00023								
Blood sausage	Meat	0.006	379	1.3	0.12	4.00E-05	35	0	5.00E-06	0.0064	0.008	16	1.3	0	0	0	0.022	3.5	0.038	15	13	1.60E-05	0.68		0	0	7.00E-05	1.00E-06	0.00013	0.0012	0.0006	4.00E-05	0	0.0013	0.073		0.00071	0.00032	0.0014	0.0011	1.00E-05	0.0002	0.00082		1.3	0.00057	0.00018	0.001	1.30E-06	0.00013	0							
Bockwurst	Meat	0.041	301	3	0.093	0.0001	26	1	1.70E-05	0.0012	0.026	13	2	0	0	0	0.169	2.3	0.27	14	10	1.10E-05	0.756		256	1.50E-05	0.00019	8.60E-07	0.00023	0.0056	0.00089	0.00038	0.0032	0.0021	0.046	0.01	0.00051	0.00068	0.0011	0.0012	0.00017	0.00033	0.00056	0	1.3	0.00061	0.153	0.00077	0	0.00038	7.00E-05							
Bologna sausage	Meat	0.011	247	0.73	0.059	8.00E-05	20	0	5.00E-06	0.00077	0.014	9.7	0.73	0	0	0	0.139	2.1	0.281	15	6.8	1.30E-05	0.907		0	0	0.00052	9.30E-07	0.00016	0.0039	0.00072	0.00027	0	0.002	0.054		0.00048	0.00066	0.0012	0.0012	4.00E-05	0.00041	0.00059		0	0.00064	0.00015	0.00074	1.40E-06	0.00026	3.00E-07							
Braunschweiger	Meat	0.009	327	3.1	0.18	0.00024	29	0	4.40E-05	0.011	0.011	13	3.1	0	0	0	0.168	3.2	0.199	15	9.3	5.80E-05	0.977		14051	0.00422	0.00025	2.00E-05	0.0015	0.0084	0.0034	0.00033	0	0.0028	0.256		0.00032	0.00048	0.001	0.00091	0.00016	0.00031	0.00055		0	0.00053	0.00015	0.00062	1.20E-06	0.00035	1.60E-06							
Chorizo	Meat	0.008	455	1.9	0.088	8.00E-05	38	0	2.00E-06	0.0016	0.018	18	1.9	0	0	0	0.15	3.5	0.398	24	14	2.10E-05	1.235		0	0	0.00063	2.00E-06	0.0003	0.0051	0.0011	0.00053	0	0.0034	0.097		0.00072	0.0022	0.0017	0.0024	4.00E-05	0.00047	0.0011		0	0.0015	0.00028	0.00091	1.50E-06	0.00022	1.60E-06							
Headcheese	Meat	0.016	157	0	0.069	0.00012	11	0	2.00E-06	0.0015	0.009	5.6	0	0	0	0	0.056	1.1	0.031	14	3.4	1.00E-07	0.941		0	0	2.00E-05	1.10E-06	0.00012	0.00044		0.00019	0	0.00097	0.104										0				9.00E-07	0.00025	3.40E-06							
Knackwurst	Meat	0.011	307	3.2	0.06	6.00E-05	28	0	2.00E-06	0.00066	0.011	13	3.2	0	0	0	0.098	2.9	0.199	11	10	1.40E-05	0.93		0	0	0.00034	1.20E-06	0.00014	0.0027	0.00032	0.00017	0	0.0017	0.055		0.00031	0.00064	0.00087	0.001	2.00E-05	0.00028	0.0005		0	0.00043	0.00014	0.00064	1.10E-06	0.00057	1.60E-06							
Leberkäse	Meat	0.008	304	2.1	0.174	0.00038	26	0	0.000104	0.011	0.012	12	2.1	0	0	0	0.207	3.4	0.226	15	9	3.70E-05	1.225		17490	0.005252	0.00021	2.50E-05	0.0022	0.012	0.0035	0.00047	0.003	0.0037			0.00039	0.00063	0.0013	0.0012	0.0002	0.00034	0.00072			0.00065	0.00021	0.00081										
Roast beef	Meat	0.005	115	0.64	0.051	9.00E-05	3.7	0	5.00E-06	0.0021	0.02	1.5	0.64	0	0.01	0.01	0.242	0.27	0.647	19	1.3	1.50E-05	0.853	0.15	11	3.00E-06	4.00E-05	2.00E-06	0.00021	0.0056	0.00057	0.00046	0	0.0032	0.044	0					2.00E-05				0.29				0	0.00049	1.60E-06	0.02	0	0	0	0.01	0.14	
Luncheon meat	Meat	0.005	189	1	0.078	3.00E-05	13	0	0	0.00097	0.018	5.7	1	0	0	0	0.17	1.6	0.3	18	3.9	3.80E-05	0.82		0	0	0.00013	9.20E-07	0.00021	0.0052	0.00061	0.00027	0	0.0022	0.064						4.00E-05				0					0.00016	0		0.06					
Mortadella	Meat	0.018	311	3.1	0.056	6.00E-05	25	0	3.00E-06	0.0014	0.011	11	3.1	0	0	0	0.097	3.1	0.163	16	9.5	2.30E-05	1.246		0	0	0.00012	1.50E-06	0.153	0.0027	0.00044	0.00013	0	0.0021	0.072		0.00052	0.00071	0.0012	0.0013	3.00E-05	0.00039	0.0006		0	0.00063	0.00015	0.00074	1.00E-06	0.00022	1.60E-06							
Chicken liver pate	Meat	0.01	201	6.6	0.391	0.00018	13	0	0.000321	0.0092	0.013	5.3	6.6	0	0	0	0.175	2.5	0.095	13	4	4.60E-05	0.386		724	0.000217	5.00E-05	8.10E-06	0.0014	0.0075	0.0026	0.00026	0.01	0.0021	0.229		0.00035	0.00074	0.0012	0.00095	0.00016	0.00034	0.00069		0	0.0006	0.0002	0.00086	0	0.00098	0							
Pâté	Meat	0.07	319	1.5	0.255	0.0004	28	0	6.00E-05	0.0055	0.013	12	1.5	0	0	0	0.2	3.2	0.138	14	9.6	4.20E-05	0.697		3300	0.000991	3.00E-05	3.20E-06	0.0006	0.0033	0.0012	6.00E-05	0.002	0.0029			0.0003	0.00055	0.0011	0.00084	0.00012	0.00028	0.00058			0.00057	0.00016	0.00077										
Pepperoni	Meat	0.019	504	1.2	0.097	9.00E-05	46	0	5.00E-06	0.0013	0.018	21	1.2	0	0.02	0	0.158	4.5	0.274	19	18	2.90E-05	1.582	1.5	0	0	0.00027	1.30E-06	0.00026	0.005	0.00093	0.00036	0	0.0024	0.051	0	0.00069	0.0009	0.0016	0.0017	0.0011	0.00051	0.00078		0	0.00087	0.00023	0.00099	1.30E-06	0.001	5.80E-06	0.16	0.14	0	0.02	0.04	3.6	
Salami	Meat	0.015	336	2.4	0.089	0.00036	26	0	3.00E-06	0.0016	0.019	11	2.4	0	0	0	0.191	2.5	0.316	22	9.3	3.10E-05	1.74	0.59	0	0	0.00037	1.50E-06	0.00036	0.0061	0.0012	0.00046	0	0.0029	0.094	0	0.00036	0.00068	0.00093	0.0011	0.00098	0.0003	0.00048		0.96	0.00052	0.00011	0.00067	1.00E-06	0.00022	3.20E-06	0.13	0.08	0			2.1	
Cervelat	Meat	0.009	362	3.3	0.074	0.00015	30	0	2.00E-06	0.002	0.014	13	3.3	0	0	0	0.111	1.2	0.26	17	12	2.00E-05	1.3		0	0	0.00015	5.50E-06	0.00033	0.0043		0.00026	0.017	0.0026	0.079										0.85				1.10E-06	0.00022	1.30E-06							
Vienna sausage	Meat	0.01	230	2.6	0.087	3.00E-05	19	0	4.00E-06	0.00088	0.007	9.6	2.6	0	0	0	0.049	1.3	0.101	11	7.1	1.70E-05	0.879		0	0	9.00E-05	1.00E-06	0.00011	0.0016	0.00035	0.00012	0	0.0016	0.044		0.00027	0.00056	0.0008	0.00079		0.00027	0.00043		0	0.00036	0.00011	0.00057	6.00E-07	0.00022	1.60E-06							
Italian sausage	Meat	0.021	344	4.3	0.057	8.00E-05	27	0.1	5.00E-06	0.0014	0.018	17	4.2	0	0	0	0.17	3.5	0.304	19	10	2.20E-05	0.743		16	1.00E-05	0.00062	1.30E-06	0.00023	0.0042		0.00033	0.0001	0.0024	0.078		0.00058	0.00073	0.0013	0.0015		0.00049	0.00067		1.9	0.00079	0.00016	0.0008	1.00E-06	0.00025	3.40E-06							
Turkey bacon	Meat	0.08	226	1.9	0.086	7.00E-05	17		1.00E-05	0.0014	0.016	6.2	1.9	0.01	0.01	0.01	0.222	4.7	0.349	16	4.5	1.60E-05	1.069	0.18	34	1.00E-05	3.00E-05	1.20E-06	0.00024	0.004	0.00068	0.00024		0.0025							2.00E-05									0.00011		0.24	0.03	0.01	0	0.01	4.2	
Liverwurst	Meat	0.022	305	5.9	0.118	0.00024	25	2.5	3.00E-05	0.0089	0.012	12	3.4	0	0	0	0.23	2.4	0.17	12	9.9	5.80E-05	0.7		13636	0.004091	0.00027	1.30E-05	0.001	0.0043	0.003	0.00019	0.0035	0.0023			0.00045	0.00065	0.0011	0.0012	0.00016	0.00029	0.00062		1.7	0.00067	0.00015	0.00086										
Polish sausage	Meat	0.012	259	3.6	0.066	9.00E-05	19	0	2.00E-06	0.00088	0.014	9.7	3.6				0.136	0.79	0.237	18	8	1.80E-05	1.54		0	0	0.0005	9.80E-07	0.00015	0.0034	0.00045	0.00019	0	0.0019			0.00044	0.00061	0.0011	0.0011	5.00E-05	0.00038	0.00054		0	0.00059	0.00014	0.00068										
Summer sausage	Meat	0.081	426	1.8	0.089	7.00E-05	38	0.2	7.00E-06	0.0023	0.013	14	1.6	0	0	0	0.178	3	0.206	19	10	7.50E-06	1.483		749	0.000225	0.00025	1.70E-06	0.00016	0.0029	0.00076	0.00013	0	0.0023			0.00047	0.00062	0.0011	0.0012	3.00E-05	0.00036	0.00056		0.12	0.00054	0.00015	0.00069	3.00E-07									
Turkey sausage	Meat	0.032	235	1.6	0.16	0.00011	18	0	4.00E-06	0.0011	0.016	5.2	1.6	0	0	0	0.155	4.7	0.229	15	3.8	0	0.639		0	0	5.00E-05	7.90E-07	0.00017	0.0037		0.00021	0.0005	0.003	0.034		0.00048	0.0008	0.0012	0.0015		0.00045	0.00061		0	0.00069	0.00018	0.00082	4.00E-07	0.00019	1.60E-06							
Bratwurst	Meat	0.007	297	2	0.078	8.00E-05	26	0	4.00E-06	0.001	0.015	8	2	0	0	0	0.13	1.6	0.283	12	6.1	1.40E-05	0.848		0	0	0.00038	2.70E-06	0.00021	0.0031	0.00069	0.0002	0	0.0025			0.0004	0.00049	0.00081	0.0009	4.00E-05	0.00036	0.00041		0	0.00047	0.00011	0.00046										
Kielbasa	Meat		226	3.9	0.07		18	0		0.0012		8.3	3.9					2.3		13	6.2		1.2		0	0							0.015												0													
Scrapple	Meat	0.007	213	14	0.049	0.00021	14	0.3	5.00E-06	0.0019	0.013	6.2	14	0	0	0	0.076	1.7	0.158	8.1	4.7	1.70E-05	0.482		2086	0.000626	0.00012	3.10E-07	0.00029	0.0023		0.00012	0.0025	0.0011	0.072	0									0.2				3.00E-07	0.00015	3.40E-06							
Meatball	Meat	0.08	286	8.1	0.066	0.00012	22	2.3	3.60E-05	0.0018	0.031	9.2	5.8	0	0.01	0.01	0.239	3.3	0.296	14	7.6	1.50E-05	0.666	0.58	73	2.20E-05	0.00014	1.00E-06	0.00023	0.0031	0.00092	0.0002	0	0.0017	0.045	0.21					0.00028			2.3	3.5				1.00E-07	0.00042	8.20E-06	0.16	0.07	0.01	0.01	0.02	2.8	
